Age,Gender,Academic_Level,Primary_Platform,Daily_Usage_Hours,Weekend_Extra_Hours,Device_Type,Sleep_Duration_Hours,Sleep_Quality_Score,Late_Night_Usage,Social_Comparison_Frequency,Perceived_Stress_Score,Mental_Health_Index,Academic_Performance_GPA,Overall_Impact
18,0,2,1,8.4,2.9,0,5.6,2,1,3,21.0,59,3.21,1
20,0,2,0,4.6,1.9,1,7.7,4,0,2,12.0,79,3.82,2
19,1,2,4,8.2,0.9,1,5.2,2,0,0,26.0,74,2.99,1
17,1,0,6,4.1,2.6,1,6.4,2,1,2,9.0,86,3.28,2
15,1,0,2,6.0,0.6,1,6.4,2,1,3,19.0,64,3.28,1
17,3,0,3,4.7,2.0,1,7.6,3,0,3,20.0,87,2.52,2
18,1,2,0,7.0,1.4,1,6.5,2,1,0,16.0,69,2.46,1
16,1,0,4,4.7,2.2,1,6.9,2,1,3,7.0,98,4.0,2
18,0,0,4,14.0,1.8,1,4.2,1,1,1,34.0,41,2.71,0
17,1,0,3,2.8,1.8,1,7.9,3,0,1,13.0,94,3.41,2
21,1,2,4,7.2,1.2,1,4.6,1,1,2,24.0,64,3.33,1
17,1,0,6,3.0,1.5,1,6.4,2,0,0,11.0,88,4.0,2
17,1,0,3,4.3,2.0,0,5.5,2,1,3,12.0,79,3.63,2
19,1,2,5,6.5,1.4,1,6.2,2,1,2,20.0,77,3.37,2
18,1,2,0,6.4,2.1,0,5.3,1,1,1,10.0,80,2.73,2
21,1,2,0,8.7,2.1,1,5.5,1,0,2,21.0,64,2.92,1
20,0,2,0,2.1,2.5,1,8.6,4,0,2,0.0,95,3.46,2
16,1,0,6,3.7,0.5,1,6.2,2,0,3,11.0,71,3.28,2
21,0,2,0,14.0,1.6,0,3.9,1,1,2,35.0,46,2.66,0
19,1,2,0,7.5,2.4,1,5.9,2,1,2,20.0,72,3.08,1
21,0,0,6,8.4,2.2,0,5.7,2,1,2,15.0,64,3.04,2
17,0,0,0,5.3,1.5,0,8.1,3,1,2,16.0,88,3.4,2
17,0,0,0,4.3,2.1,0,6.3,2,0,1,18.0,81,3.31,2
21,1,2,4,14.0,1.4,1,4.9,1,1,1,27.0,45,2.74,0
24,1,1,4,2.2,1.8,1,8.3,3,0,2,3.0,98,3.54,2
17,1,0,4,2.9,2.3,1,7.8,3,0,2,8.0,81,3.54,2
22,1,2,5,7.7,1.0,1,6.2,3,1,2,24.0,73,3.34,1
19,0,2,0,3.5,1.9,0,8.0,4,1,3,3.0,91,4.0,2
18,1,0,0,6.5,1.2,1,5.3,2,1,4,23.0,55,3.43,1
19,0,2,0,3.6,1.9,1,8.5,3,0,2,7.0,92,3.77,2
16,0,0,0,8.1,1.8,1,5.8,1,0,2,20.0,80,3.3,2
18,1,0,0,7.3,2.7,1,6.4,2,1,3,16.0,78,2.89,2
18,0,2,4,8.9,2.1,1,5.8,2,1,3,27.0,63,3.26,1
17,1,0,3,3.0,2.9,1,7.2,3,1,1,13.0,93,3.83,2
20,0,2,0,5.2,2.2,1,6.9,2,1,2,19.0,70,3.3,2
17,1,0,3,1.1,3.4,1,10.1,5,1,3,5.0,98,3.88,2
16,1,0,4,2.3,1.5,1,7.5,3,1,3,8.0,98,4.0,2
16,0,0,0,4.1,2.9,1,7.3,2,0,3,4.0,85,3.68,2
15,1,0,3,8.2,2.9,1,5.3,1,1,3,26.0,60,3.38,1
18,0,2,3,12.3,2.8,1,5.5,1,1,1,21.0,51,2.4,1
17,0,0,0,5.3,1.0,1,7.8,4,1,2,10.0,94,3.67,2
18,0,2,0,6.5,2.9,1,6.8,2,1,2,13.0,79,4.0,2
16,0,0,6,6.6,2.0,1,6.8,1,1,2,25.0,82,3.19,1
19,0,2,4,5.6,1.9,1,7.3,3,1,4,8.0,80,3.6,2
22,1,2,6,4.9,2.4,1,6.6,3,0,2,10.0,81,3.97,2
17,0,0,3,4.9,1.7,1,5.9,2,1,0,17.0,82,3.71,2
20,1,2,4,6.2,2.3,1,7.0,3,1,3,4.0,77,3.63,2
16,0,0,4,11.7,2.3,1,5.4,1,1,2,27.0,53,2.88,1
20,0,2,0,2.8,0.7,1,7.7,5,0,2,5.0,98,3.52,2
21,0,2,0,3.9,1.9,1,8.0,3,0,2,14.0,98,3.58,2
18,1,2,0,5.8,1.3,1,8.1,3,1,2,16.0,91,3.35,2
19,0,2,0,6.7,2.1,0,5.1,1,1,2,17.0,57,3.13,1
15,1,0,0,13.5,1.7,1,4.2,1,1,3,28.0,51,2.73,0
19,0,2,6,4.5,2.7,0,7.2,2,1,4,12.0,96,3.66,2
18,0,2,0,3.4,2.9,1,6.8,3,1,3,9.0,83,4.0,2
20,0,2,3,4.2,2.1,1,5.7,3,1,3,12.0,71,3.36,2
19,0,0,0,4.6,1.4,1,6.8,2,0,2,15.0,97,3.51,2
20,0,2,4,2.4,2.4,1,9.1,4,1,3,3.0,98,3.88,2
22,1,2,4,3.9,2.1,1,6.8,3,0,3,14.0,83,3.3,2
18,1,2,2,12.2,0.0,1,4.9,1,1,2,25.0,45,2.38,0
19,1,2,2,3.7,0.6,1,7.4,2,0,2,5.0,98,4.0,2
17,2,0,6,3.3,2.4,1,5.1,2,0,3,17.0,83,3.59,2
21,0,2,4,4.2,1.6,1,6.1,2,0,4,16.0,77,3.6,2
20,1,2,4,3.3,3.4,1,7.2,4,0,2,7.0,87,3.97,2
20,0,2,3,8.5,2.1,1,5.4,2,1,3,10.0,78,2.89,2
18,0,2,0,3.7,1.1,1,6.7,1,0,4,12.0,86,3.43,2
19,1,2,0,4.1,2.2,1,7.6,3,0,2,10.0,86,3.8,2
17,1,0,0,8.6,1.9,1,7.1,2,1,2,17.0,83,3.21,2
19,0,2,0,2.4,2.4,0,6.5,2,0,4,16.0,84,3.74,2
22,2,1,4,3.7,2.8,1,6.9,3,0,3,7.0,87,4.0,2
20,0,2,6,4.0,1.0,1,6.5,2,1,4,8.0,88,3.86,2
19,0,2,4,4.7,1.5,0,7.4,3,1,2,12.0,96,3.57,2
20,1,2,4,9.0,0.8,1,4.0,1,1,2,21.0,66,2.88,1
17,0,0,4,7.8,1.4,0,7.1,3,1,2,10.0,76,3.64,2
20,1,2,0,3.8,1.0,1,6.3,3,0,2,14.0,86,3.99,2
20,0,0,6,3.0,1.5,1,7.5,4,0,4,2.0,96,3.82,2
16,1,0,3,3.8,2.0,1,8.0,4,0,3,7.0,93,3.36,2
18,0,2,4,3.9,2.4,1,7.2,3,1,2,7.0,80,3.71,2
18,0,2,6,9.6,0.6,1,5.2,1,1,0,21.0,67,2.58,1
18,1,2,5,1.9,2.0,1,6.9,3,1,2,7.0,84,3.53,2
21,0,0,4,4.9,2.7,1,7.3,2,0,4,3.0,85,4.0,2
19,0,2,6,2.8,1.8,1,7.6,3,1,2,3.0,95,3.98,2
17,1,0,0,3.8,1.3,1,6.6,3,1,1,12.0,79,3.47,2
21,2,2,2,3.0,1.1,1,7.4,3,1,0,21.0,73,3.63,2
19,1,2,5,6.2,2.3,0,6.1,3,1,2,18.0,61,3.16,1
18,0,2,2,6.5,2.1,1,6.4,3,1,1,18.0,66,3.18,1
18,1,2,0,5.6,2.0,1,5.3,2,1,3,17.0,70,3.3,2
20,0,2,0,4.5,1.3,1,6.8,2,1,1,18.0,82,2.97,2
19,0,2,6,8.9,2.3,0,5.5,1,1,3,16.0,64,2.76,1
18,1,2,0,4.9,1.3,1,7.3,3,0,3,15.0,77,3.29,2
20,0,2,4,9.3,1.7,1,3.9,1,1,1,37.0,57,2.53,0
17,1,0,5,6.2,2.1,1,8.2,2,0,1,22.0,74,3.27,1
16,0,0,4,13.4,2.5,1,5.9,1,1,2,30.0,55,2.48,0
19,0,2,4,5.4,0.6,1,6.6,2,1,2,13.0,82,3.5,2
18,1,2,0,4.8,2.6,1,8.0,3,1,2,5.0,92,3.96,2
21,1,2,4,7.1,2.6,1,7.4,2,1,2,15.0,77,3.79,2
20,0,2,4,6.0,1.7,1,6.5,3,1,1,11.0,82,3.37,2
18,1,2,0,10.6,2.1,1,4.1,1,1,4,24.0,47,2.67,1
17,0,0,0,4.0,0.8,0,7.9,3,0,1,6.0,88,3.74,2
24,1,2,3,4.7,1.3,1,6.3,1,0,2,16.0,71,4.0,2
18,1,2,0,2.7,1.1,1,6.2,1,0,0,14.0,94,3.28,2
20,1,2,4,9.5,1.5,1,4.6,1,1,2,21.0,58,3.37,1
16,0,0,3,14.0,2.2,1,5.4,1,1,4,23.0,49,2.41,0
17,1,0,0,5.2,2.0,1,6.1,2,1,0,12.0,86,3.37,2
18,1,2,0,6.0,1.8,1,4.8,1,1,2,23.0,64,3.26,1
20,2,2,6,4.9,2.8,1,6.5,2,0,2,14.0,83,3.62,2
18,0,2,4,4.1,2.1,1,6.8,2,1,4,10.0,80,3.7,2
16,0,0,4,1.9,1.2,0,6.0,2,0,3,10.0,97,3.6,2
20,1,2,6,3.8,2.0,0,6.6,3,1,2,19.0,81,3.34,2
19,1,2,3,5.3,1.7,1,7.0,3,0,2,15.0,75,3.44,2
18,1,2,6,6.7,2.6,1,6.3,2,1,3,16.0,68,3.06,2
21,0,2,4,4.4,0.9,1,8.5,3,0,3,14.0,85,3.71,2
20,1,2,3,10.6,2.5,1,4.2,1,0,0,19.0,67,2.92,1
16,1,0,4,9.6,1.1,1,5.7,1,1,3,17.0,62,3.17,1
20,0,2,0,5.5,3.0,1,6.0,2,1,2,10.0,71,4.0,2
15,0,0,0,5.3,0.7,1,6.4,3,1,2,17.0,81,3.57,2
20,0,2,0,7.3,1.3,1,4.4,1,1,1,20.0,70,3.26,2
20,1,2,4,2.5,1.2,1,6.7,4,0,0,15.0,76,3.49,2
15,0,0,0,3.5,1.9,1,6.7,2,0,1,10.0,91,3.64,2
19,0,2,4,14.0,2.7,1,4.8,1,1,4,27.0,35,2.28,0
20,1,2,6,5.3,1.2,1,7.4,2,0,2,22.0,79,3.63,2
21,1,2,0,3.9,2.5,1,6.7,2,0,2,11.0,85,3.05,2
17,0,0,3,3.2,0.5,1,7.8,4,0,4,8.0,87,3.39,2
19,1,0,6,3.7,1.2,0,7.9,2,1,1,5.0,94,3.6,2
19,0,0,4,7.6,1.2,1,4.5,1,0,2,20.0,59,3.21,1
18,1,2,6,3.6,1.1,1,7.8,4,0,3,2.0,96,4.0,2
17,0,0,0,7.7,2.0,1,6.1,2,0,4,6.0,77,3.06,2
18,1,2,4,8.0,2.2,1,5.7,1,1,3,18.0,70,3.22,2
19,0,0,6,5.6,2.3,1,7.0,2,1,3,20.0,71,2.7,1
20,1,2,4,5.9,0.9,1,6.0,1,1,4,11.0,76,3.32,2
19,0,2,6,6.0,2.5,1,5.7,1,1,2,13.0,73,3.29,2
20,1,2,0,6.3,1.0,1,5.1,3,1,4,17.0,64,3.45,2
17,0,0,0,4.4,3.1,1,7.4,3,1,1,11.0,84,4.0,2
17,1,0,4,6.8,1.9,1,6.9,3,1,3,20.0,76,3.55,2
19,1,2,0,3.9,2.1,2,6.9,3,1,4,5.0,93,3.67,2
17,0,0,3,3.0,3.1,0,7.3,3,0,0,8.0,86,4.0,2
18,3,2,4,4.1,2.4,1,6.6,2,1,1,9.0,87,3.35,2
17,1,0,0,1.7,1.9,1,8.5,4,0,2,7.0,88,4.0,2
20,0,2,4,2.1,1.1,0,7.0,3,0,1,10.0,94,3.39,2
21,1,2,0,6.9,2.4,1,6.5,1,1,3,18.0,67,3.22,2
22,1,1,0,5.8,0.5,1,6.9,2,1,3,20.0,84,2.75,2
18,0,2,0,3.1,3.4,1,8.1,3,0,2,8.0,75,3.46,2
17,2,0,0,2.6,2.2,1,8.5,4,1,2,13.0,97,4.0,2
21,1,2,4,4.4,1.7,1,6.7,2,1,0,10.0,89,3.19,2
17,1,0,4,4.4,1.2,1,4.8,2,1,3,18.0,76,3.31,2
22,1,1,3,2.8,1.5,1,7.3,4,0,3,6.0,94,3.46,2
19,1,2,6,6.5,2.4,1,7.5,3,0,2,24.0,56,3.73,1
19,1,2,0,12.4,1.7,0,4.4,1,1,2,32.0,53,2.83,0
21,0,2,0,7.1,1.9,1,6.1,1,1,2,10.0,81,3.25,2
19,0,2,5,8.0,1.7,1,5.0,1,1,3,23.0,63,3.23,1
24,0,1,4,5.1,1.8,1,6.0,1,0,2,28.0,65,3.61,1
16,0,0,6,3.8,1.5,1,6.6,2,0,3,9.0,97,3.48,2
19,0,2,3,7.1,2.1,0,5.8,2,1,2,15.0,74,3.0,2
17,0,0,4,10.4,2.1,1,5.7,1,1,3,18.0,70,2.64,1
16,0,0,4,3.8,2.2,1,8.4,5,1,0,8.0,85,3.97,2
19,1,2,5,3.9,2.1,0,6.8,3,0,1,9.0,94,3.81,2
16,1,0,6,6.8,0.6,1,8.3,2,1,2,15.0,74,3.61,2
19,0,2,5,4.9,1.0,1,7.9,3,0,4,11.0,85,3.42,2
20,1,2,6,3.1,0.5,1,7.4,4,1,2,6.0,85,3.66,2
19,0,2,0,4.0,2.3,1,6.9,2,1,2,20.0,84,3.67,2
16,1,0,4,4.3,1.1,1,6.9,2,0,3,9.0,89,3.45,2
17,0,0,6,4.5,2.2,0,8.0,5,0,3,16.0,91,3.66,2
16,1,0,6,3.4,0.4,1,7.2,3,0,3,3.0,93,4.0,2
19,1,2,4,4.4,2.4,0,6.7,3,0,2,11.0,86,3.49,2
17,0,0,5,6.4,2.0,1,6.9,3,1,4,14.0,75,3.23,2
18,1,2,0,11.3,1.7,1,5.3,1,1,2,27.0,57,2.74,1
18,1,2,0,5.4,2.1,1,6.2,3,1,2,13.0,82,3.52,2
18,0,2,0,4.1,1.8,1,7.8,4,0,4,6.0,82,3.86,2
19,0,0,0,5.1,2.0,1,5.4,1,0,4,25.0,67,3.05,1
26,1,1,4,7.9,2.9,1,6.3,1,1,2,13.0,64,3.26,2
22,0,1,3,4.1,2.1,1,5.9,2,0,1,18.0,73,3.3,2
15,1,0,3,3.5,1.0,1,5.6,2,1,4,16.0,86,3.22,2
15,0,0,0,4.3,1.0,1,6.2,2,1,3,16.0,71,3.36,2
17,1,0,4,13.3,1.5,0,4.8,1,1,3,31.0,53,2.27,0
21,1,0,4,1.5,2.6,1,8.1,4,1,1,6.0,97,4.0,2
19,0,2,0,5.4,2.3,0,7.7,3,1,2,11.0,93,3.76,2
20,0,2,4,7.2,2.0,1,5.5,1,1,3,15.0,72,3.54,2
16,1,0,0,4.4,1.6,0,6.9,4,1,2,7.0,96,3.72,2
18,1,2,0,2.4,1.5,1,7.6,4,0,3,5.0,96,3.7,2
18,0,2,3,5.3,1.7,0,5.7,3,1,2,12.0,74,3.12,2
22,0,2,5,7.2,1.6,1,6.5,3,1,3,14.0,85,3.31,2
16,0,0,3,14.0,0.1,1,4.5,1,1,1,29.0,49,2.31,0
19,0,2,0,6.4,2.4,1,5.9,1,1,3,12.0,77,3.25,2
21,1,2,4,3.4,1.1,1,6.0,2,0,2,10.0,86,3.6,2
19,0,2,0,5.6,1.9,1,6.0,1,1,0,5.0,80,3.51,2
15,1,0,3,3.9,2.6,1,8.1,3,0,2,9.0,98,4.0,2
19,1,2,2,7.9,2.2,1,7.2,3,1,4,13.0,78,3.67,2
18,0,2,4,3.2,1.6,1,7.0,3,1,1,12.0,88,4.0,2
21,1,2,6,4.5,0.5,1,7.5,3,0,1,8.0,76,3.72,2
20,0,0,2,2.7,2.3,1,8.2,3,0,4,7.0,98,3.87,2
18,0,2,4,4.8,2.1,1,5.6,3,1,0,6.0,78,3.53,2
17,1,0,5,2.4,2.7,1,6.6,3,0,4,8.0,91,4.0,2
18,0,2,0,7.3,1.5,1,6.2,2,1,2,13.0,64,3.13,2
17,0,0,3,6.9,2.2,1,6.7,1,1,3,19.0,83,3.02,2
16,1,0,5,1.6,2.2,1,8.1,4,1,3,1.0,98,4.0,2
21,2,2,0,5.1,1.7,0,6.4,2,1,1,21.0,77,3.49,2
16,0,0,6,6.6,2.6,1,6.9,3,0,2,17.0,83,3.25,2
18,0,2,6,4.3,0.0,1,6.0,3,1,4,20.0,71,3.05,1
18,1,2,6,2.0,2.6,1,8.5,2,0,2,7.0,97,4.0,2
17,1,0,4,4.0,1.4,0,6.0,3,1,2,18.0,81,3.32,2
18,0,2,6,4.2,0.0,1,7.3,3,1,1,14.0,85,3.89,2
18,0,2,3,3.8,1.3,1,5.9,3,1,2,23.0,72,3.53,2
19,1,2,0,3.2,1.1,1,7.7,4,0,0,13.0,89,3.83,2
16,0,0,0,4.7,1.6,1,6.7,2,0,3,13.0,83,3.16,2
20,0,2,1,9.1,1.4,1,5.6,1,0,3,21.0,68,3.05,1
16,1,0,3,10.6,2.2,1,4.1,1,0,2,21.0,66,3.24,1
23,0,2,0,13.4,2.5,1,3.7,1,1,0,28.0,49,3.05,1
18,1,2,0,6.3,0.0,1,7.7,3,1,4,11.0,75,3.57,2
18,1,2,3,3.7,1.0,1,7.5,3,0,2,10.0,98,4.0,2
19,1,2,0,1.9,1.6,1,7.2,4,0,1,9.0,77,3.7,2
17,0,0,4,10.9,1.6,1,4.2,1,0,1,22.0,52,3.0,1
19,0,2,0,14.0,1.0,1,5.1,1,1,4,19.0,57,2.77,1
22,0,2,6,8.0,2.5,1,6.5,1,1,0,22.0,72,2.78,1
20,1,2,0,2.2,0.6,0,8.4,3,0,1,0.0,98,4.0,2
15,0,0,4,6.1,1.8,1,5.7,2,1,2,14.0,62,3.34,2
18,0,2,4,2.9,1.5,1,7.9,4,0,2,5.0,98,4.0,2
20,1,2,0,3.2,1.9,1,7.1,3,1,1,4.0,88,3.77,2
15,0,0,0,3.8,2.2,1,7.2,3,1,1,11.0,83,3.35,2
20,0,2,4,8.8,2.1,1,6.0,2,1,3,12.0,59,3.19,2
20,1,2,0,3.3,1.2,1,6.1,1,0,3,9.0,84,3.71,2
18,1,2,0,6.7,2.2,1,6.4,2,1,2,18.0,73,3.3,2
19,0,2,3,4.3,1.9,1,7.9,3,0,4,13.0,87,4.0,2
26,1,1,0,3.4,2.2,1,7.5,4,0,2,17.0,92,3.25,2
19,1,2,4,4.1,1.2,1,6.6,3,0,2,16.0,82,3.13,2
19,3,2,2,7.3,0.9,0,5.0,1,1,4,13.0,60,2.76,1
17,1,0,4,4.1,2.6,0,6.8,3,0,3,15.0,88,3.43,2
18,1,2,4,8.1,0.8,1,4.9,1,1,1,22.0,71,3.31,1
17,2,0,6,9.6,2.6,1,4.2,1,1,4,29.0,59,2.96,1
16,1,0,6,2.7,1.5,1,8.4,4,1,1,8.0,96,3.62,2
21,0,2,3,5.3,1.4,1,6.8,2,1,1,15.0,76,2.87,2
17,0,0,6,3.5,2.9,1,7.0,3,0,2,14.0,86,3.42,2
18,1,2,0,4.2,2.2,0,6.4,2,0,2,15.0,74,3.48,2
18,1,2,0,2.3,1.2,1,7.7,4,1,2,7.0,97,3.44,2
23,1,1,0,3.5,3.2,1,7.4,3,0,3,14.0,91,3.56,2
18,1,0,0,6.6,2.6,1,6.3,2,1,3,12.0,81,3.7,2
23,1,2,4,8.8,2.1,1,5.3,2,1,2,21.0,68,3.21,1
18,1,2,0,5.8,1.3,1,8.0,3,1,3,14.0,90,3.27,2
18,1,2,0,10.8,1.7,1,6.1,1,0,3,18.0,68,2.85,1
24,1,2,4,1.2,1.7,1,8.4,4,1,2,7.0,96,4.0,2
19,0,2,4,4.9,1.8,1,7.2,2,0,3,9.0,78,3.56,2
15,0,0,3,2.8,1.0,1,7.6,4,0,4,9.0,91,3.52,2
15,0,0,4,4.5,2.9,1,8.1,3,0,3,12.0,98,3.55,2
18,0,2,0,2.9,1.1,1,8.0,3,0,4,9.0,89,3.94,2
20,1,2,6,4.3,1.0,2,8.0,3,0,3,11.0,98,3.34,2
23,1,1,5,4.3,0.8,0,7.0,3,1,2,7.0,85,3.94,2
19,1,2,5,3.5,1.2,1,7.1,3,1,2,5.0,93,3.9,2
20,1,2,0,3.8,1.9,1,6.4,2,1,1,13.0,78,3.31,2
19,1,0,6,4.1,0.5,1,6.7,3,0,3,5.0,81,3.76,2
16,1,0,5,4.9,1.3,1,6.2,1,1,3,18.0,79,3.53,2
19,1,2,3,4.2,1.4,1,7.5,3,1,2,13.0,81,3.8,2
17,1,0,6,4.3,3.2,0,7.8,3,1,3,13.0,92,3.94,2
16,2,0,3,3.2,1.9,1,7.3,3,1,3,14.0,83,4.0,2
18,0,2,3,3.8,0.7,1,5.8,2,1,0,20.0,76,3.5,2
17,1,0,6,2.5,0.8,1,10.0,5,0,3,4.0,98,4.0,2
20,1,2,5,7.9,2.7,1,6.9,3,1,0,17.0,67,3.23,2
18,0,2,4,4.8,2.1,1,6.0,3,1,2,4.0,87,3.32,2
17,1,0,0,1.3,1.5,1,8.1,4,1,2,16.0,95,3.7,2
22,0,1,0,7.2,2.2,1,5.2,1,1,1,18.0,68,3.6,2
18,0,0,4,3.9,2.4,1,5.6,2,1,4,11.0,93,3.42,2
21,1,2,6,4.3,2.8,0,7.1,3,0,4,20.0,86,3.37,2
19,1,2,6,4.1,2.3,1,7.5,4,1,2,7.0,90,3.39,2
19,0,2,0,7.6,1.7,1,4.9,2,0,3,13.0,69,2.82,2
20,1,2,2,4.5,3.0,1,7.0,2,1,1,14.0,84,3.78,2
20,1,2,0,6.7,1.3,1,5.0,1,1,2,20.0,67,3.29,1
18,3,2,4,14.0,1.0,1,4.1,1,1,2,27.0,45,2.91,0
20,0,2,2,4.8,0.7,1,5.8,2,0,1,14.0,71,3.23,2
19,0,2,6,6.3,2.2,2,5.5,2,1,3,14.0,79,3.24,2
18,1,2,6,10.7,2.4,1,4.5,1,0,2,25.0,43,2.74,0
20,0,2,6,3.6,2.0,1,7.1,3,0,3,14.0,85,3.79,2
19,0,2,0,2.1,1.7,1,8.2,4,1,3,4.0,98,3.46,2
23,0,2,4,6.0,1.3,1,7.4,3,1,1,16.0,84,3.89,2
19,0,2,4,14.0,0.7,1,3.1,1,1,2,25.0,49,2.34,0
20,1,2,0,1.4,1.9,1,8.5,4,1,3,10.0,98,4.0,2
15,1,0,6,2.8,2.1,0,5.9,2,0,3,15.0,82,3.69,2
15,0,0,2,5.7,0.9,0,6.8,2,1,3,6.0,70,3.23,2
18,1,2,0,5.4,0.7,1,6.8,3,1,3,11.0,84,3.02,2
17,1,0,0,11.5,3.3,1,5.8,1,1,4,23.0,66,2.85,1
17,0,0,4,4.7,1.7,1,8.6,3,0,3,12.0,91,3.33,2
17,0,0,6,8.9,0.8,1,5.8,1,0,4,16.0,71,3.28,2
17,0,0,2,5.5,1.6,1,6.0,2,1,2,11.0,74,3.57,2
19,1,2,3,3.4,1.0,1,7.0,2,1,3,12.0,95,3.43,2
17,1,0,0,2.9,3.1,1,6.6,4,0,2,4.0,83,4.0,2
18,0,2,3,2.3,2.7,1,8.0,5,0,2,7.0,93,3.88,2
18,1,0,3,5.4,2.2,1,5.8,2,1,0,18.0,77,3.45,2
19,0,0,0,9.4,1.1,1,6.4,2,0,2,22.0,73,2.87,1
21,1,2,3,6.7,1.4,1,6.6,2,0,2,21.0,83,3.58,2
16,0,0,0,3.7,1.7,1,7.5,3,0,2,10.0,96,3.27,2
24,1,1,1,3.2,2.3,1,7.0,3,1,2,11.0,86,3.59,2
19,0,2,6,4.8,1.9,1,6.0,2,0,2,16.0,82,3.54,2
19,1,2,4,7.4,0.9,1,6.8,3,1,1,17.0,74,2.59,1
19,0,2,0,3.4,1.3,0,7.8,3,1,3,16.0,77,3.66,2
19,0,2,3,3.7,1.4,1,7.5,3,0,3,9.0,82,3.56,2
18,1,0,4,4.0,2.4,2,6.7,3,1,3,9.0,98,3.48,2
16,1,0,4,3.4,1.5,1,7.8,3,1,3,15.0,98,3.95,2
16,2,0,4,3.6,1.0,1,6.4,3,0,2,19.0,86,3.69,2
17,1,0,4,3.7,2.0,1,6.6,1,0,4,5.0,79,3.57,2
16,0,0,4,3.4,0.8,1,6.1,2,0,0,14.0,86,3.78,2
16,0,0,0,5.7,1.6,1,6.6,2,1,2,4.0,91,3.39,2
16,0,0,4,6.8,1.2,1,4.6,1,1,2,16.0,79,3.13,2
16,1,0,4,5.9,1.8,0,6.3,1,1,2,16.0,66,3.36,2
18,1,2,0,3.0,1.8,1,8.8,4,1,0,9.0,94,4.0,2
17,1,0,4,8.6,2.0,0,6.3,2,1,2,21.0,61,3.25,1
20,0,2,4,4.0,1.1,0,7.3,3,0,3,5.0,83,3.63,2
15,1,0,0,3.2,1.4,0,7.2,2,0,1,14.0,96,3.51,2
22,1,1,0,5.7,1.5,1,6.6,2,1,0,13.0,84,3.55,2
16,1,0,6,7.6,2.3,2,6.1,2,1,2,16.0,82,3.13,2
19,0,2,6,7.3,2.5,1,6.0,2,1,3,13.0,72,3.2,2
18,0,2,4,8.3,1.3,1,6.4,2,1,2,23.0,61,2.81,1
20,1,2,0,8.0,1.7,1,5.0,2,1,3,18.0,66,2.75,1
17,1,0,4,3.8,2.3,1,8.6,2,0,1,10.0,81,3.3,2
19,0,2,0,4.8,2.8,1,5.9,3,1,2,10.0,76,2.95,2
15,0,0,6,3.4,0.7,1,6.8,1,0,3,9.0,89,3.46,2
22,1,2,6,5.6,2.4,0,4.8,2,1,2,18.0,73,3.46,2
19,0,2,4,3.6,2.4,1,8.2,4,0,3,14.0,83,3.6,2
17,1,0,6,7.7,2.7,1,6.0,1,1,2,10.0,68,2.98,2
22,0,1,4,8.6,2.3,0,4.5,1,1,2,26.0,57,3.46,1
17,2,0,0,7.5,1.7,1,6.5,2,1,3,13.0,75,3.17,2
16,1,0,6,2.5,1.9,1,7.1,4,0,2,8.0,88,3.31,2
20,0,2,6,2.4,2.6,1,8.1,3,1,3,8.0,92,3.82,2
18,1,2,0,3.3,1.8,1,8.0,3,0,2,12.0,94,3.05,2
21,1,2,4,2.4,2.2,1,7.2,3,1,4,8.0,89,3.89,2
21,0,2,4,13.1,0.9,1,3.0,1,1,3,33.0,37,2.92,0
26,1,1,4,3.6,2.9,1,8.7,4,0,2,0.0,98,4.0,2
19,1,2,0,5.1,2.1,1,6.6,2,1,1,16.0,85,3.56,2
18,1,2,0,2.7,1.8,1,8.1,4,0,2,4.0,88,3.85,2
17,0,0,4,3.5,2.5,0,6.3,3,0,1,14.0,78,3.32,2
19,0,2,0,7.5,1.7,1,6.6,2,1,3,10.0,65,2.98,2
18,1,2,0,2.1,1.4,1,7.5,4,0,2,6.0,94,3.97,2
21,0,2,0,6.4,1.4,1,7.8,2,1,2,15.0,86,2.93,2
17,1,0,0,6.9,1.5,0,5.5,1,1,4,27.0,66,2.92,1
22,0,1,3,7.3,1.8,1,5.4,1,0,2,19.0,72,3.4,2
18,0,2,0,2.3,2.1,1,9.1,4,0,2,7.0,98,3.68,2
24,1,1,1,4.4,2.8,2,6.6,2,0,3,9.0,75,3.48,2
17,1,0,4,3.7,1.7,1,7.6,3,0,1,13.0,86,4.0,2
18,1,2,0,3.5,2.8,1,7.9,4,1,2,8.0,83,3.63,2
18,0,2,4,5.6,2.0,0,6.2,2,1,3,16.0,80,3.34,2
21,3,2,0,6.5,2.2,0,7.2,3,0,0,19.0,61,3.42,1
20,0,2,3,5.5,2.1,1,5.7,3,1,2,20.0,78,3.46,2
21,0,2,3,3.3,2.4,1,6.3,3,1,2,8.0,78,3.72,2
15,0,0,6,7.1,1.2,1,7.1,3,1,2,20.0,69,3.08,1
19,1,2,4,8.3,3.0,1,7.0,2,1,1,18.0,71,3.32,2
17,0,0,0,5.5,0.8,1,7.7,1,0,2,4.0,89,3.46,2
20,1,2,1,4.6,1.1,1,7.8,3,1,4,7.0,89,3.37,2
19,0,2,0,2.7,1.5,2,7.3,3,0,1,17.0,84,3.92,2
19,0,2,5,2.3,1.0,1,7.4,3,0,2,7.0,98,4.0,2
17,1,0,3,4.9,1.5,1,7.7,4,0,2,18.0,84,3.52,2
